transaction_id,user_id,timestamp,amount,merchant_category,hour_of_day,day_of_week,distance_from_home,distance_from_last,time_since_last,is_weekend,is_night,velocity_1h,velocity_24h,is_fraud
TXN00023156,1635,2023-12-22 17:16:01.072792,65.79,grocery,17,4,3.4,6.2,15.0,0,0,0,0,0
TXN00009026,4255,2023-11-28 03:30:53.560321,152.64,gas_station,3,1,4.7,6.2,516.0,0,1,0,0,0
TXN00084397,3713,2023-04-18 21:56:44.086419,91.82,online_retail,21,1,13.3,5.0,0.0,0,0,1,0,0
TXN00124871,3130,2023-12-10 11:32:24.531449,55.79,gas_station,11,6,4.7,3.0,131.0,1,0,1,0,0
TXN00052700,4846,2023-08-01 10:51:12.027938,241.04,gas_station,10,1,2.9,0.3,90.0,0,0,1,0,0
TXN00016923,4677,2023-08-21 10:22:33.001003,113.52,online_retail,10,0,3.7,5.9,23.0,0,0,0,2,0
TXN00061025,4037,2023-11-10 03:42:14.156410,23.1,gas_station,3,4,1.4,0.3,91.0,0,1,1,3,0
TXN00102224,2543,2023-12-09 00:31:44.362784,15.45,entertainment,0,5,5.3,0.7,37.0,1,1,0,1,0
TXN00101272,3702,2023-01-08 13:11:14.897203,68.47,healthcare,13,6,9.0,7.5,19.0,1,0,0,5,0
TXN00084581,3763,2023-12-22 10:11:20.946180,4.18,online_retail,10,4,2.3,2.0,255.0,0,0,0,0,0
TXN00118530,3360,2023-07-26 15:28:45.686520,98.42,travel,15,2,3.2,1.9,70.0,0,0,0,5,0
TXN00076080,3574,2023-07-13 20:24:55.485424,54.53,online_retail,20,3,21.2,0.5,9.0,0,0,0,2,0
TXN00097575,1399,2023-10-21 18:30:06.854169,7.54,restaurant,18,5,0.3,1.6,200.0,1,0,1,4,0
TXN00093173,357,2023-11-05 16:27:32.756924,7.49,restaurant,16,6,1.3,13.1,162.0,1,0,2,1,0
TXN00117913,443,2023-03-28 01:35:36.974578,126.91,grocery,1,1,0.1,0.1,273.0,0,1,2,1,0
TXN00011831,4353,2023-01-01 18:15:20.693210,185.54,restaurant,18,6,5.7,0.6,23.0,1,0,0,3,0
TXN00003706,133,2023-07-05 22:22:41.276836,27.47,restaurant,22,2,2.3,7.2,368.0,0,1,2,2,0
TXN00018819,2583,2023-12-13 22:35:11.538810,9.57,restaurant,22,2,17.8,0.5,55.0,0,1,1,1,0
TXN00105182,4053,2023-08-15 10:00:07.507531,121.99,gas_station,10,1,9.1,0.4,16.0,0,0,1,1,0
TXN00035463,4907,2023-05-11 09:45:08.251346,51.79,grocery,9,3,0.2,1.9,269.0,0,0,0,0,0
TXN00099990,45,2023-04-11 21:03:34.257376,153.7,electronics,21,1,1.5,0.8,70.0,0,0,0,0,0
TXN00101475,4370,2023-05-10 10:24:59.287957,56.61,gas_station,10,2,6.7,8.2,87.0,0,0,0,0,0
TXN00008493,3182,2023-06-20 11:14:17.777664,49.97,gas_station,11,1,3.8,2.5,60.0,0,0,0,0,0
TXN00119871,1233,2023-03-04 07:16:51.808792,28.9,online_retail,7,5,4.9,11.9,135.0,1,0,1,0,0
TXN00040208,4569,2023-08-04 10:52:08.835052,67.0,electronics,10,4,1.8,9.1,15.0,0,0,0,0,0
TXN00114639,3128,2023-10-02 15:37:30.380861,199.62,cash_advance,15,0,6.2,0.7,35.0,0,0,1,1,0
TXN00043439,4056,2023-08-26 19:23:42.844915,229.64,entertainment,19,5,13.5,2.3,52.0,1,0,1,3,0
TXN00080971,117,2023-10-29 22:30:39.755026,13.15,restaurant,22,6,15.2,0.3,41.0,1,1,0,0,0
TXN00037264,1353,2023-04-16 03:26:04.088476,11.77,restaurant,3,6,0.5,3.3,96.0,1,1,0,0,0
TXN00119028,719,2023-01-02 09:08:31.121428,37.19,healthcare,9,0,6.5,0.2,178.0,0,0,0,3,0
TXN00112980,1534,2023-10-30 03:26:34.664556,83.69,gas_station,3,0,0.8,0.3,609.0,0,1,0,1,0
TXN00021290,4002,2023-12-29 23:34:17.883133,26.19,grocery,23,4,1.1,0.3,3.0,0,1,0,0,0
TXN00003977,991,2023-05-06 17:46:23.132220,85.83,gas_station,17,5,0.2,0.1,227.0,1,0,0,1,0
TXN00070902,1485,2023-12-16 14:47:17.782048,117.03,restaurant,14,5,2.7,1.5,129.0,1,0,0,4,0
TXN00028840,4949,2023-09-14 06:17:15.212472,23.92,online_retail,6,3,2.0,0.2,126.0,0,0,0,3,0
TXN00126190,3617,2023-05-01 03:21:14.033909,256.43,cash_advance,3,0,0.1,0.9,9.0,0,1,0,2,0
TXN00063985,1465,2023-08-24 13:58:11.862950,14.0,restaurant,13,3,2.5,1.7,577.0,0,0,1,2,0
TXN00031174,823,2023-09-16 04:21:46.585240,2.7,restaurant,4,5,4.2,10.9,145.0,1,1,2,1,0
TXN00100102,1846,2023-10-28 06:39:34.383918,50.29,cash_advance,6,5,0.4,0.5,28.0,1,0,1,3,0
TXN00060678,1487,2023-05-07 10:29:53.962776,95.61,restaurant,10,6,11.8,2.4,217.0,1,0,0,3,0
TXN00112190,4894,2023-07-08 22:50:47.474588,89.44,gas_station,22,5,1.5,1.4,45.0,1,1,0,0,0
TXN00091183,3008,2023-04-04 05:30:29.760143,156.98,grocery,5,1,7.0,9.4,188.0,0,1,0,1,0
TXN00036462,3804,2023-03-06 16:35:04.922692,108.48,gas_station,16,0,0.9,13.7,273.0,0,0,1,3,0
TXN00047095,3535,2023-11-24 14:12:11.503281,38.96,grocery,14,4,1.1,1.9,181.0,0,0,2,3,0
TXN00101367,1759,2023-04-25 03:15:52.412943,285.15,entertainment,3,1,6.1,1.1,120.0,0,1,0,2,0
TXN00128527,3824,2023-03-19 07:56:25.857450,42.94,online_retail,7,6,0.7,16.2,176.0,1,0,0,1,0
TXN00082855,1441,2023-08-21 16:00:47.149515,6.05,grocery,16,0,1.7,3.7,621.0,0,0,0,4,0
TXN00057005,4876,2023-11-04 05:06:09.968877,25.5,online_retail,5,5,6.8,0.7,233.0,1,1,0,0,0
TXN00129551,2054,2023-05-28 06:39:00.478771,124.81,grocery,6,6,27.9,0.1,108.0,1,0,0,0,0
TXN00000929,817,2023-09-04 01:03:55.889597,296.55,gas_station,1,0,10.6,3.8,477.0,0,1,0,0,0
TXN00072802,3807,2023-09-26 08:05:35.514336,96.58,entertainment,8,1,1.1,5.4,88.0,0,0,0,1,0
TXN00015952,2294,2023-11-02 07:32:46.769756,16.99,grocery,7,3,1.6,8.3,160.0,0,0,0,0,0
TXN00107807,3288,2023-05-09 06:23:49.683850,28.54,online_retail,6,1,2.7,0.2,158.0,0,0,1,3,0
TXN00126177,1871,2023-08-05 16:17:43.472440,203.3,restaurant,16,5,4.4,3.2,179.0,1,0,1,1,0
TXN00058016,4402,2023-04-17 21:27:45.304289,65.15,grocery,21,0,1.5,6.6,58.0,0,0,2,0,0
TXN00000863,4932,2023-10-23 15:25:06.626542,92.22,restaurant,15,0,0.6,8.0,5.0,0,0,1,2,0
TXN00060088,3913,2023-05-14 17:32:41.242418,48.82,grocery,17,6,5.1,2.0,2.0,1,0,0,3,0
TXN00104025,2700,2023-04-24 11:28:08.029355,25.13,grocery,11,0,2.7,4.8,268.0,0,0,0,0,0
TXN00006303,4340,2023-04-29 03:56:03.814095,38.7,healthcare,3,5,3.2,3.5,245.0,1,1,0,0,0
TXN00088704,3334,2023-02-04 11:22:06.383135,13.04,grocery,11,5,1.8,6.8,9.0,1,0,1,2,0
TXN00042487,3365,2023-06-24 21:18:05.181080,216.05,entertainment,21,5,3.5,1.2,316.0,1,0,0,1,0
TXN00071099,4200,2023-05-26 21:06:15.628260,22.25,restaurant,21,4,8.4,6.8,27.0,0,0,0,3,0
TXN00066323,2522,2023-08-07 02:08:06.054197,173.42,grocery,2,0,3.3,3.4,186.0,0,1,0,4,0
TXN00096657,3720,2023-11-21 19:18:17.006428,52.94,restaurant,19,1,3.2,12.5,184.0,0,0,0,2,0
TXN00120226,4850,2023-10-16 05:35:48.994772,55.28,gas_station,5,0,13.6,7.2,4.0,0,1,0,0,0
TXN00069798,2105,2023-11-28 10:54:54.203289,34.3,electronics,10,1,10.4,0.7,174.0,0,0,0,0,0
TXN00089656,2760,2023-08-05 08:28:36.428262,12.77,grocery,8,5,7.2,1.8,313.0,1,0,0,1,0
TXN00076955,88,2023-04-29 09:10:28.284378,85.98,online_retail,9,5,5.6,2.3,202.0,1,0,2,0,0
TXN00044148,3165,2023-07-01 06:42:39.502880,33.9,restaurant,6,5,8.6,0.1,276.0,1,0,0,3,0
TXN00006096,1058,2023-01-10 10:11:20.622778,43.57,entertainment,10,1,4.3,2.7,384.0,0,0,2,3,0
TXN00042696,1988,2023-05-17 04:26:33.992476,10.45,grocery,4,2,1.1,0.5,175.0,0,1,0,1,0
TXN00015627,355,2023-05-19 14:10:54.732758,64.89,online_retail,14,4,6.1,0.6,63.0,0,0,0,3,0
TXN00029790,3014,2023-07-28 11:29:52.424463,21.41,utilities,11,4,3.0,2.8,154.0,0,0,2,0,0
TXN00065618,3737,2023-12-13 22:12:30.889870,11.35,grocery,22,2,0.1,0.8,2.0,0,1,2,2,0
TXN00111455,2523,2023-05-07 20:33:47.241110,107.95,entertainment,20,6,0.6,7.5,23.0,1,0,0,0,0
TXN00124853,497,2023-12-20 05:41:00.667474,37.36,electronics,5,2,5.4,2.2,75.0,0,1,2,0,0
TXN00009132,1151,2023-02-14 20:31:23.133705,25.32,online_retail,20,1,0.2,3.1,87.0,0,0,1,0,0
TXN00112227,2516,2023-10-10 23:34:04.842790,90.07,gas_station,23,1,9.2,8.4,99.0,0,1,1,0,0
TXN00019556,4725,2023-12-06 19:47:55.512977,34.59,gas_station,19,2,12.7,6.7,63.0,0,0,0,1,0
TXN00094721,4935,2023-06-21 02:26:57.821366,147.56,grocery,2,2,7.4,1.6,76.0,0,1,0,1,0
TXN00104155,3118,2023-12-30 14:43:21.997481,71.84,restaurant,14,5,4.0,2.5,127.0,1,0,1,2,0
TXN00003223,3085,2023-06-15 05:10:01.910569,143.68,online_retail,5,3,4.8,9.3,264.0,0,1,0,2,0
TXN00124157,3501,2023-08-16 22:28:50.955591,58.27,grocery,22,2,0.2,0.9,94.0,0,1,0,1,0
TXN00018093,2909,2023-09-02 01:23:32.567803,31.46,restaurant,1,5,1.8,0.9,75.0,1,1,0,1,0
TXN00000492,1184,2023-06-26 02:52:44.226057,87.53,entertainment,2,0,0.1,5.7,139.0,0,1,0,1,0
TXN00067986,947,2023-08-06 10:20:22.408855,186.44,healthcare,10,6,12.6,0.4,45.0,1,0,0,0,0
TXN00089802,2204,2023-08-23 03:16:26.146464,18.19,grocery,3,2,0.8,1.5,275.0,0,1,1,0,0
TXN00090836,1506,2023-02-10 06:06:53.296119,149.04,grocery,6,4,4.3,0.6,68.0,0,0,0,2,0
TXN00120511,4849,2023-03-26 23:44:38.992172,67.05,restaurant,23,6,6.0,0.6,260.0,1,1,0,0,0
TXN00083044,2557,2023-11-07 18:10:00.138144,8.72,restaurant,18,1,5.4,0.1,172.0,0,0,1,0,0
TXN00038348,1956,2023-11-14 11:03:54.575003,318.3,gas_station,11,1,3.1,10.5,159.0,0,0,0,3,0
TXN00018695,2224,2023-06-25 12:17:39.750576,104.21,healthcare,12,6,8.7,1.1,99.0,1,0,1,1,0
TXN00077136,3354,2023-11-22 12:47:49.014679,9.32,gas_station,12,2,10.3,1.0,346.0,0,0,0,2,0
TXN00084644,4825,2023-02-24 06:35:25.503536,23.06,gas_station,6,4,24.2,1.7,1.0,0,0,1,1,0
TXN00032783,2545,2023-02-18 14:56:39.377781,783.4,electronics,14,5,3.9,0.1,173.0,1,0,1,2,0
TXN00037899,872,2023-06-26 08:32:01.667918,47.42,restaurant,8,0,0.0,0.9,885.0,0,0,0,2,0
TXN00052470,1628,2023-03-30 00:29:20.887387,6.88,restaurant,0,3,0.0,3.6,246.0,0,1,1,0,0
TXN00124007,4449,2023-12-24 13:57:07.712381,67.03,grocery,13,6,5.1,6.0,17.0,1,0,0,2,0
TXN00056538,2561,2023-09-26 21:10:27.799699,223.96,entertainment,21,1,6.3,1.8,108.0,0,0,0,3,0
TXN00085441,2672,2023-08-02 12:38:46.447179,177.95,grocery,12,2,4.1,1.2,1440.0,0,0,0,2,0
TXN00121117,3816,2023-08-25 22:59:15.683668,92.14,online_retail,22,4,1.1,0.2,304.0,0,1,0,0,0
TXN00021716,4515,2023-09-07 15:13:06.489414,9.38,restaurant,15,3,7.5,0.9,185.0,0,0,1,5,0
TXN00109940,4502,2023-12-05 08:30:07.291739,28.75,grocery,8,1,5.1,2.7,81.0,0,0,0,2,0
TXN00110250,4622,2023-08-31 16:25:35.159788,74.66,grocery,16,3,41.1,2.5,99.0,0,0,1,1,0
TXN00048370,171,2023-09-29 09:32:21.117944,29.31,entertainment,9,4,1.3,1.2,26.0,0,0,1,1,0
TXN00044681,2197,2023-08-25 04:07:07.982846,83.45,restaurant,4,4,4.1,3.6,15.0,0,1,1,1,0
TXN00001854,1606,2023-09-17 05:16:10.471455,109.26,gas_station,5,6,7.1,6.4,370.0,1,1,1,0,0
TXN00057450,3282,2023-04-29 06:01:54.343874,38.49,grocery,6,5,4.7,0.9,272.0,1,0,0,4,0
TXN00072878,484,2023-01-23 06:32:49.834446,70.69,online_retail,6,0,14.9,6.6,432.0,0,0,1,3,0
TXN00053034,4201,2023-08-02 08:24:20.067934,92.42,online_retail,8,2,3.9,0.5,104.0,0,0,0,1,0
TXN00110075,1797,2023-01-22 15:28:51.829317,276.55,online_retail,15,6,3.0,2.5,268.0,1,0,0,1,0
TXN00079329,4793,2023-12-11 20:36:25.022231,6.6,restaurant,20,0,5.0,9.2,503.0,0,0,0,3,0
TXN00009642,1151,2023-11-09 14:54:19.915076,74.31,gas_station,14,3,2.1,1.2,496.0,0,0,0,1,0
TXN00115399,1696,2023-07-02 19:09:12.221358,130.12,restaurant,19,6,1.2,0.5,232.0,1,0,0,1,0
TXN00055845,4205,2023-06-01 10:08:59.931868,31.14,electronics,10,3,5.7,0.7,19.0,0,0,0,1,0
TXN00022125,3476,2023-04-26 19:43:42.148630,40.09,healthcare,19,2,1.3,0.9,113.0,0,0,0,2,0
TXN00049622,3733,2023-11-04 16:49:34.739759,9.14,grocery,16,5,1.0,16.6,413.0,1,0,0,2,0
TXN00023382,2243,2023-10-24 16:49:30.388961,274.03,entertainment,16,1,1.1,0.5,229.0,0,0,1,4,0
TXN00017150,1411,2023-12-21 21:27:32.789602,193.18,grocery,21,3,0.6,1.5,125.0,0,0,0,3,0
TXN00064318,2217,2023-05-06 14:30:18.817000,155.59,gas_station,14,5,3.8,4.1,475.0,1,0,0,3,0
TXN00004614,2984,2023-02-18 01:01:48.049531,24.05,healthcare,1,5,1.2,3.9,960.0,1,1,1,1,0
TXN00015316,4727,2023-05-05 11:19:39.760219,40.74,entertainment,11,4,7.2,0.4,87.0,0,0,0,1,0
TXN00042816,1267,2023-03-02 09:57:25.334918,99.42,entertainment,9,3,0.6,5.3,74.0,0,0,1,3,0
TXN00019975,4104,2023-11-03 19:44:58.361888,44.54,grocery,19,4,1.4,2.9,327.0,0,0,1,0,0
TXN00129718,3100,2023-03-16 18:11:22.085445,53.37,entertainment,18,3,10.6,0.7,419.0,0,0,1,4,0
TXN00032489,3380,2023-05-18 10:01:43.070328,219.44,healthcare,10,3,1.0,1.8,265.0,0,0,0,0,0
TXN00044843,3748,2023-05-18 09:14:55.583751,938.53,restaurant,9,3,0.6,5.1,37.0,0,0,2,2,0
TXN00019969,3621,2023-10-22 11:15:29.459673,271.53,grocery,11,6,5.1,0.7,18.0,1,0,1,1,0
TXN00123214,4786,2023-02-10 20:31:12.411668,51.39,grocery,20,4,1.5,6.0,27.0,0,0,0,0,0
TXN00058159,4537,2023-05-08 11:06:08.547284,51.03,gas_station,11,0,2.5,3.8,559.0,0,0,0,5,0
TXN00087245,4481,2023-11-10 16:46:49.785045,62.28,grocery,16,4,14.4,2.1,26.0,0,0,0,4,0
TXN00081604,3287,2023-10-09 12:21:36.076341,162.14,travel,12,0,2.7,0.5,131.0,0,0,0,1,0
TXN00079779,214,2023-05-26 07:41:11.568007,36.07,travel,7,4,1.8,2.9,12.0,0,0,1,2,0
TXN00125352,2667,2023-12-20 16:15:48.479706,38.71,electronics,16,2,0.4,0.1,1317.0,0,0,1,1,0
TXN00024789,3924,2023-07-12 13:21:43.055033,26.04,online_retail,13,2,8.0,0.3,191.0,0,0,1,0,0
TXN00110586,200,2023-06-25 02:09:31.096714,700.9,entertainment,2,6,0.9,5.1,30.0,1,1,2,0,0
TXN00077830,224,2023-04-07 14:08:21.367292,28.78,grocery,14,4,8.3,3.3,12.0,0,0,1,1,0
TXN00011700,3436,2023-10-09 20:50:21.492429,28.73,online_retail,20,0,2.9,3.1,108.0,0,0,0,4,0
TXN00103967,4867,2023-10-30 13:15:46.357423,242.79,gas_station,13,0,7.8,0.7,67.0,0,0,0,1,0
TXN00033937,1353,2023-06-11 01:23:30.208233,74.26,travel,1,6,0.5,3.5,353.0,1,1,0,0,0
TXN00049406,515,2023-09-17 10:33:16.899140,68.03,electronics,10,6,15.7,0.3,61.0,1,0,0,0,0
TXN00115532,1194,2023-08-28 21:12:54.800607,78.22,restaurant,21,0,12.8,1.7,236.0,0,0,0,1,0
TXN00125306,3075,2023-11-10 15:50:22.880849,54.2,grocery,15,4,19.5,4.1,95.0,0,0,0,0,0
TXN00099438,197,2023-05-02 18:10:31.909725,11.6,restaurant,18,1,0.2,2.7,210.0,0,0,1,1,0
TXN00009775,1855,2023-09-28 19:21:00.116703,22.51,electronics,19,3,5.0,0.8,39.0,0,0,1,0,0
TXN00022999,1741,2023-12-14 11:47:03.335823,171.21,grocery,11,3,10.7,2.8,74.0,0,0,1,0,0
TXN00068557,4930,2023-08-26 00:02:00.630074,30.75,online_retail,0,5,0.5,2.4,477.0,1,1,2,2,0
TXN00016447,4911,2023-05-16 02:05:32.147345,31.84,online_retail,2,1,3.4,0.6,140.0,0,1,1,1,0
TXN00098862,4123,2023-04-24 22:18:03.782151,20.33,online_retail,22,0,3.8,1.2,148.0,0,1,0,2,0
TXN00093342,2622,2023-05-16 10:36:20.408483,143.65,online_retail,10,1,3.6,3.2,21.0,0,0,2,1,0
TXN00045716,4634,2023-08-10 02:42:37.988007,260.66,gas_station,2,3,15.6,0.8,25.0,0,1,1,3,0
TXN00039027,4558,2023-04-16 06:14:44.549713,203.75,restaurant,6,6,7.2,5.1,111.0,1,0,0,0,0
TXN00005309,2600,2023-07-20 12:30:12.421896,11.74,grocery,12,3,0.4,4.3,360.0,0,0,0,0,0
TXN00069672,983,2023-07-12 00:56:04.549905,36.04,gas_station,0,2,5.4,0.3,28.0,0,1,0,2,0
TXN00007951,2404,2023-01-11 22:14:05.125788,32.17,gas_station,22,2,1.6,5.4,69.0,0,1,0,4,0
TXN00099685,4087,2023-01-13 23:22:47.305048,5.7,grocery,23,4,2.3,0.2,111.0,0,1,0,4,0
TXN00102575,2903,2023-02-20 07:18:17.617844,47.62,grocery,7,0,0.9,8.2,57.0,0,0,1,2,0
TXN00038133,2583,2023-05-05 08:03:16.262917,78.91,online_retail,8,4,1.6,1.8,59.0,0,0,1,0,0
TXN00061616,3047,2023-04-10 20:51:58.180402,41.13,grocery,20,0,6.6,3.2,71.0,0,0,2,1,0
TXN00083685,2363,2023-07-22 21:27:36.753005,26.05,electronics,21,5,1.8,0.7,210.0,1,0,0,1,0
TXN00003419,2262,2023-12-29 00:09:43.537725,28.93,cash_advance,0,4,11.7,3.2,177.0,0,1,0,2,0
TXN00005212,2795,2023-05-27 17:36:07.444356,47.0,grocery,17,5,1.1,8.8,322.0,1,0,1,1,0
TXN00097944,1453,2023-04-09 11:52:32.139589,6.14,restaurant,11,6,8.9,1.9,47.0,1,0,0,2,0
TXN00098223,4551,2023-04-24 13:10:13.491784,33.34,grocery,13,0,1.6,5.1,64.0,0,0,1,1,0
TXN00057067,2412,2023-06-01 09:02:58.221778,282.66,grocery,9,3,0.8,1.0,178.0,0,0,0,1,0
TXN00018492,2549,2023-09-03 06:41:42.207266,96.09,online_retail,6,6,2.6,1.6,20.0,1,0,1,0,0
TXN00067837,4152,2023-04-03 21:02:41.303742,12.12,utilities,21,0,3.1,0.2,134.0,0,0,0,4,0
TXN00048127,4144,2023-10-03 23:36:10.027958,70.23,online_retail,23,1,0.6,0.7,75.0,0,1,1,2,0
TXN00024375,2305,2023-02-06 01:36:17.757920,16.44,healthcare,1,0,5.9,0.6,484.0,0,1,0,0,0
TXN00093606,1288,2023-10-14 22:35:27.615824,17.87,gas_station,22,5,3.3,1.1,335.0,1,1,0,0,0
TXN00050208,4273,2023-04-17 11:35:24.178735,51.65,gas_station,11,0,1.0,3.1,177.0,0,0,0,1,0
TXN00112260,2767,2023-09-21 04:29:04.671003,107.12,utilities,4,3,0.4,5.6,797.0,0,1,0,0,0
TXN00122512,4011,2023-07-15 18:11:55.467740,237.41,restaurant,18,5,2.5,4.6,104.0,1,0,0,3,0
TXN00114408,4483,2023-01-11 08:16:08.527054,66.47,grocery,8,2,3.9,1.2,322.0,0,0,0,1,0
TXN00063710,62,2023-09-25 11:41:03.393115,17.93,gas_station,11,0,5.3,6.2,128.0,0,0,0,1,0
TXN00028653,867,2023-10-12 11:17:59.356175,80.96,electronics,11,3,3.4,23.8,205.0,0,0,0,0,0
TXN00042627,3688,2023-02-05 14:28:05.939652,38.49,grocery,14,6,4.4,5.3,379.0,1,0,0,3,0
TXN00068942,3296,2023-10-07 10:29:44.316822,58.97,electronics,10,5,2.8,4.9,144.0,1,0,0,0,0
TXN00085591,2978,2023-09-22 16:57:38.000538,29.84,entertainment,16,4,2.9,2.4,109.0,0,0,1,4,0
TXN00072244,1006,2023-07-08 05:43:40.964015,63.36,electronics,5,5,1.4,1.0,221.0,1,1,0,0,0
TXN00026778,1355,2023-07-15 10:11:13.270232,14.97,healthcare,10,5,21.6,0.3,338.0,1,0,1,1,0
TXN00049543,4390,2023-10-17 06:18:39.261117,58.09,healthcare,6,1,18.0,2.0,481.0,0,0,0,0,0
TXN00123345,79,2023-05-30 20:31:02.529782,20.13,gas_station,20,1,0.7,6.1,48.0,0,0,0,2,0
TXN00038031,2907,2023-05-05 03:48:37.589992,100.62,grocery,3,4,4.1,0.2,139.0,0,1,2,1,0
TXN00056676,4920,2023-11-27 15:51:20.556196,171.37,electronics,15,0,1.0,1.0,16.0,0,0,0,1,0
TXN00023633,1744,2023-04-13 05:23:19.554930,155.95,grocery,5,3,3.8,2.2,25.0,0,1,1,1,0
TXN00103027,461,2023-01-18 19:10:55.470147,75.16,entertainment,19,2,0.8,1.6,169.0,0,0,0,1,0
TXN00087864,4836,2023-09-03 20:59:25.834823,7.92,utilities,20,6,1.2,0.6,97.0,1,0,0,3,0
TXN00082452,1001,2023-05-26 01:46:57.845428,48.05,gas_station,1,4,8.6,1.4,56.0,0,1,0,1,0
TXN00000395,1604,2023-02-19 00:06:09.839130,12.96,gas_station,0,6,0.3,0.4,589.0,1,1,0,3,0
TXN00057137,683,2023-01-18 09:03:24.299190,99.48,gas_station,9,2,6.2,5.9,316.0,0,0,0,0,0
TXN00106905,3792,2023-10-24 14:08:56.687779,12.73,grocery,14,1,8.0,2.8,35.0,0,0,1,1,0
TXN00072093,3754,2023-07-06 02:53:38.124155,70.23,healthcare,2,3,1.4,2.9,139.0,0,1,1,1,0
TXN00097040,1644,2023-08-04 23:30:02.918355,16.86,grocery,23,4,0.9,2.7,33.0,0,1,2,1,0
TXN00100181,853,2023-07-23 15:15:40.563906,268.85,travel,15,6,10.6,0.2,6.0,1,0,1,3,0
TXN00127342,829,2023-11-15 10:27:21.653767,131.06,restaurant,10,2,6.7,1.8,420.0,0,0,1,0,0
TXN00040088,4407,2023-02-07 12:43:44.568238,20.42,restaurant,12,1,21.7,2.7,289.0,0,0,0,1,0
TXN00007548,3772,2023-02-12 12:59:53.002184,574.54,travel,12,6,1.9,4.4,245.0,1,0,2,1,0
TXN00103958,40,2023-04-10 02:51:20.556936,58.34,grocery,2,0,7.7,2.6,248.0,0,1,0,0,0
TXN00101285,2526,2023-03-20 19:42:10.319235,11.36,restaurant,19,0,1.9,0.5,48.0,0,0,0,3,0
TXN00082417,674,2023-08-09 14:32:32.457900,230.37,gas_station,14,2,15.5,6.3,77.0,0,0,0,1,0
TXN00081184,31,2023-07-07 23:12:56.619454,32.83,travel,23,4,7.8,1.2,18.0,0,1,1,1,0
TXN00059083,156,2023-06-25 08:30:41.133345,28.89,gas_station,8,6,14.3,0.7,28.0,1,0,0,1,0
TXN00101856,1302,2023-07-18 22:48:37.823575,58.91,online_retail,22,1,0.5,8.4,174.0,0,1,0,4,0
TXN00071880,4468,2023-12-19 13:19:33.948618,128.42,gas_station,13,1,4.0,9.0,42.0,0,0,0,0,0
TXN00083753,730,2023-09-03 16:11:26.178363,273.4,restaurant,16,6,2.0,11.5,8.0,1,0,0,2,0
TXN00038520,3898,2023-06-01 12:37:23.065259,25.36,entertainment,12,3,0.4,3.3,349.0,0,0,0,2,0
TXN00016732,4287,2023-09-02 20:03:55.267708,30.08,grocery,20,5,0.5,0.2,46.0,1,0,0,3,0
TXN00079679,2285,2023-09-09 23:32:02.159534,22.3,entertainment,23,5,8.4,3.3,12.0,1,1,1,5,0
TXN00034072,4897,2023-04-01 07:12:10.374299,16.75,cash_advance,7,5,1.2,0.1,310.0,1,0,1,1,0
TXN00086623,2021,2023-06-23 21:52:00.101214,15.28,electronics,21,4,5.0,1.1,148.0,0,0,1,2,0
TXN00037741,2300,2023-12-15 18:06:49.764117,82.9,restaurant,18,4,10.4,8.0,38.0,0,0,0,3,0
TXN00110467,2025,2023-11-26 00:10:19.758535,69.17,utilities,0,6,3.2,4.5,64.0,1,1,0,4,0
TXN00023652,271,2023-05-28 10:13:40.810289,35.43,restaurant,10,6,18.6,0.7,88.0,1,0,0,0,0
TXN00085671,4187,2023-01-05 07:15:37.131145,62.64,grocery,7,3,6.9,0.8,18.0,0,0,1,1,0
TXN00066376,4680,2023-05-30 15:19:23.051026,45.53,travel,15,1,13.0,11.1,101.0,0,0,2,1,0
TXN00117262,3262,2023-08-07 13:05:13.769311,145.03,travel,13,0,2.5,5.3,779.0,0,0,0,1,0
TXN00076234,4817,2023-02-08 06:24:55.172460,38.6,electronics,6,2,21.6,4.5,226.0,0,0,1,0,0
TXN00047282,2868,2023-08-18 05:54:44.068420,49.52,gas_station,5,4,6.1,12.9,96.0,0,1,2,2,0
TXN00105566,1061,2023-01-14 01:41:57.449803,416.36,grocery,1,5,0.5,1.8,43.0,1,1,2,0,0
TXN00065322,2602,2023-11-05 05:32:52.393653,65.37,travel,5,6,2.0,1.9,27.0,1,1,0,3,0
TXN00024700,4239,2023-12-10 07:56:57.389149,78.01,restaurant,7,6,6.1,3.9,18.0,1,0,0,0,0
TXN00013140,2570,2023-08-04 04:07:44.587694,99.31,cash_advance,4,4,0.7,0.2,488.0,0,1,1,3,0
TXN00094862,110,2023-06-23 07:41:49.315247,28.35,restaurant,7,4,2.7,11.4,31.0,0,0,1,0,0
TXN00005672,445,2023-01-04 18:29:49.581077,134.79,online_retail,18,2,6.2,2.5,366.0,0,0,0,0,0
TXN00072860,3785,2023-04-17 13:00:15.000772,29.63,grocery,13,0,1.9,11.4,327.0,0,0,1,2,0
TXN00055854,2717,2023-06-21 23:01:40.727542,102.37,electronics,23,2,0.9,2.6,346.0,0,1,1,1,0
TXN00072245,3841,2023-08-07 17:11:32.699583,33.02,restaurant,17,0,1.2,4.2,41.0,0,0,0,2,0
TXN00105958,2745,2023-08-25 17:00:51.266650,63.91,grocery,17,4,5.7,6.7,10.0,0,0,0,0,0
TXN00013397,3820,2023-04-16 10:37:53.203760,20.07,healthcare,10,6,1.9,0.0,8.0,1,0,0,0,0
